Date,Exchange_Rate,diffUstoKr,DXY,KOSPI,Oil
2021-01-20,1100.98999,-0.424999997,90.47000122,3114.550049,53.24000168
2021-01-21,1096.25,-0.427000001,90.12999725,3160.840088,53.13000107
2021-01-22,1099.900024,-0.43,90.23999786,3140.629883,52.27000046
2021-01-25,1104.640015,-0.43,90.38999939,3208.98999,52.77000046
2021-01-26,1101.72998,-0.431999996,90.16999817,3140.310059,52.61000061
2021-01-27,1101,-0.440000001,90.65000153,3122.560059,52.84999847
2021-01-28,1107.5,-0.445,90.45999908,3069.050049,52.34000015
2021-01-29,1112.290039,-0.452,90.58000183,2976.209961,52.20000076
2021-02-01,1117.430054,-0.452,91.01999664,3056.530029,53.54999924
2021-02-02,1116.880005,-0.449999999,91.19999695,3096.810059,54.75999832
2021-02-03,1113.609985,-0.460000001,91.12000275,3129.679932,55.68999863
2021-02-04,1113.150024,-0.470000001,91.52999878,3087.550049,56.22999954
2021-02-05,1119.130005,-0.477,91.04000092,3120.629883,56.84999847
2021-02-08,1116.849976,-0.48,90.93000031,3091.23999,57.97000122
2021-02-09,1116.329956,-0.467,90.44000244,3084.669922,58.36000061
2021-02-10,1110,-0.465,90.37000275,3100.580078,58.68000031
2021-02-11,1103.97998,-0.465,90.41999817,3100.580078,58.24000168
2021-02-12,1102.219971,-0.465,90.48000336,3100.580078,59.47000122
2021-02-15,1103.369995,-0.465,90.48000336,3147,59.47000122
2021-02-16,1102.23999,-0.465,90.51000214,3163.25,60.04999924
2021-02-17,1106.459961,-0.465,90.94999695,3133.72998,61.13999939
2021-02-18,1104.550049,-0.477,90.58999634,3086.659912,60.52000046
2021-02-19,1106.219971,-0.477,90.36000061,3107.620117,59.24000168
2021-02-22,1103.939941,-0.475,90.01000214,3079.75,61.49000168
2021-02-23,1110.670044,-0.477,90.16999817,3070.090088,61.66999817
2021-02-24,1109.310059,-0.471999999,90.18000031,2994.97998,63.22000122
2021-02-25,1107.209961,-0.467,90.12999725,3099.689941,63.52999878
2021-02-26,1119.130005,-0.465,90.93000031,3012.949951,61.5
2021-03-01,1123.369995,-0.471999999,91.04000092,3012.949951,60.63999939
2021-03-02,1101.829956,-0.465,90.79000092,3043.870117,59.75
2021-03-03,1124.329956,-0.465,90.94999695,3082.98999,61.27999878
2021-03-04,1129.5,-0.471999999,91.62999725,3043.48999,63.83000183
2021-03-05,1133.349976,-0.471999999,91.98000336,3026.26001,66.08999634
2021-03-08,1127.48999,-0.465,92.30999756,2996.110107,65.05000305
2021-03-09,1140.22998,-0.465,91.95999908,2976.120117,64.01000214
2021-03-10,1134.910034,-0.470000001,91.79000092,2958.120117,64.44000244
2021-03-11,1136.01001,-0.471999999,91.41999817,3013.699951,66.01999664
2021-03-12,1129.640015,-0.475,91.68000031,3054.389893,65.61000061
2021-03-15,1134.5,-0.485,91.83000183,3045.709961,65.38999939
2021-03-16,1131.390015,-0.492,91.87000275,3067.169922,64.80000305
2021-03-17,1129.839966,-0.492,91.40000153,3047.5,64.59999847
2021-03-18,1121.130005,-0.497,91.84999847,3066.01001,60
2021-03-19,1126.109985,-0.495,91.91999817,3039.530029,61.41999817
2021-03-22,1127.47998,-0.495,91.80000305,3035.459961,61.54999924
2021-03-23,1125.119995,-0.49,92.33999634,3004.73999,57.75999832
2021-03-24,1133.199951,-0.485,92.52999878,2996.350098,61.18000031
2021-03-25,1134.47998,-0.485,92.87999725,3008.330078,58.56000137
2021-03-26,1134.209961,-0.485,92.76999664,3041.01001,60.97000122
2021-03-29,1127.959961,-0.492,92.94000244,3036.040039,61.56000137
2021-03-30,1131.650024,-0.487,93.30000305,3070,60.54999924
2021-03-31,1132.319946,-0.487,93.23000336,3061.419922,59.15999985
2021-04-01,1127.199951,-0.492,92.93000031,3087.399902,61.45000076
2021-04-02,1128.060059,-0.492,92.93000031,3112.800049,61.45000076
2021-04-05,1128.790039,-0.485,92.59999847,3120.830078,58.65000153
2021-04-06,1124.109985,-0.485,92.33999634,3127.080078,59.33000183
2021-04-07,1117.5,-0.49,92.45999908,3137.409912,59.77000046
2021-04-08,1117.859985,-0.495,92.05999756,3143.26001,59.59999847
2021-04-09,1115.839966,-0.497,92.16000366,3131.879883,59.31999969
2021-04-12,1122.060059,-0.49,92.13999939,3135.590088,59.70000076
2021-04-13,1124.449951,-0.485,91.84999847,3169.080078,60.18000031
2021-04-14,1120.689941,-0.485,91.69000244,3182.379883,63.15000153
2021-04-15,1116.109985,-0.49,91.66999817,3194.330078,63.45999908
2021-04-16,1115.670044,-0.492,91.55999756,3198.620117,63.13000107
2021-04-19,1115.650024,-0.485,91.06999969,3198.840088,63.38000107
2021-04-20,1114.469971,-0.485,91.23999786,3220.699951,62.43999863
2021-04-21,1116.109985,-0.487,91.16000366,3171.659912,61.34999847
2021-04-22,1115.660034,-0.485,91.33000183,3177.52002,61.43000031
2021-04-23,1118.589966,-0.485,90.86000061,3181.080078,62.13999939
2021-04-26,1114.130005,-0.492,90.80999756,3217.530029,61.90999985
2021-04-27,1109.22998,-0.49,90.91000366,3215.419922,62.93999863
2021-04-28,1112.150024,-0.492,90.61000061,3181.469971,63.86000061
2021-04-29,1108.660034,-0.492,90.61000061,3174.070068,65.01000214
2021-04-30,1106.630005,-0.497,91.27999878,3147.860107,63.58000183
2021-05-03,1116.76001,-0.495,90.94999695,3127.199951,64.48999786
2021-05-04,1120.400024,-0.49,91.29000092,3147.370117,65.69000244
2021-05-05,1124.910034,-0.492,91.30999756,3147.370117,65.62999725
2021-05-06,1123.98999,-0.492,90.94999695,3160.429932,64.70999908
2021-05-07,1119.390015,-0.492,90.23000336,3197.199951,64.90000153
2021-05-10,1111.969971,-0.495,90.20999908,3249.300049,64.91999817
2021-05-11,1115.540039,-0.49,90.13999939,3209.429932,65.27999878
2021-05-12,1118.22998,-0.49,90.70999908,3161.659912,66.08000183
2021-05-13,1131.599976,-0.492,90.75,3122.110107,63.81999969
2021-05-14,1125.699951,-0.495,90.31999969,3153.320068,65.37000275
2021-05-17,1125.530029,-0.495,90.22000122,3134.52002,66.26999664
2021-05-18,1135.51001,-0.49,89.75,3173.050049,65.48999786
2021-05-19,1127.140015,-0.495,90.19000244,3173.050049,63.36000061
2021-05-20,1130.369995,-0.497,89.80999756,3162.280029,62.04999924
2021-05-21,1127.050049,-0.497,90.01999664,3156.419922,63.58000183
2021-05-24,1126.790039,-0.497,89.83000183,3144.300049,66.05000305
2021-05-25,1122.189941,-0.49,89.63999939,3171.320068,66.06999969
2021-05-26,1121.380005,-0.495,90.04000092,3168.429932,66.20999908
2021-05-27,1115.52002,-0.495,89.97000122,3165.51001,66.84999847
2021-05-28,1117.300049,-0.492,90.02999878,3188.72998,66.31999969
2021-05-31,1112.849976,-0.492,90.02999878,3203.919922,66.31999969
2021-06-01,1106.97998,-0.49,89.83000183,3221.870117,67.72000122
2021-06-02,1107.209961,-0.485,89.90000153,3224.22998,68.83000183
2021-06-03,1109.880005,-0.485,90.5,3247.429932,68.80999756
2021-06-04,1115.439941,-0.485,90.13999939,3240.080078,69.62000275
2021-06-07,1109.680054,-0.482000001,89.94999695,3252.120117,69.23000336
2021-06-08,1109.319946,-0.48,90.08000183,3247.830078,70.05000305
2021-06-09,1116.890015,-0.48,90.12000275,3216.179932,69.95999908
